title,author,genres,description,published_year,average_rating,num_pages,ratings_count
Soul Music,Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Music', 'Audiobook', 'Magic', 'High Fantasy', 'Death']","Other children get given xylophones. Susan just had to ask her grandfather to take his vest off. Yes. There's a Death in the family.It's hard to grow up normally when Grandfather rides a white horse and wields a scythe – especially when you have to take over the family business, and everyone mistakes you for the Tooth Fairy.And especially when you have to face the new and addictive music that has entered Discworld.It's lawless. It changes people.It's called Music With Rocks In.It's got a beat and you can dance to it, but...It's alive.And it won't fade away.",1999,4.03,424,66894
The Mummy,Anne Rice,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction', 'Romance', 'Historical', 'Egypt', 'Urban Fantasy']","Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress, Julie Stratford, but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening, at the behest of Cleopatra, his beloved queen of Egypt. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger.",2004,3.83,480,42782
Mission: Subhero,Linda Armstrong (Goodreads Author),"['Novels', 'Contemporary', 'Fiction', 'Drama', 'Book Club', 'Young Adult', 'Middle Grade', 'New Adult', 'Adventure', 'Adult']","With just a few lines of code, one average man will change the world--and set in motion the adventure of a lifetime! When 20-year-old Nelson stumbles upon a secret and complex trick to coding, he finds himself anonymously helping people with the aid of his new app. The worldwide attention pushes him to launch a bold plan allowing free access of this life-changing app to anyone for a limited time. Fervor to upload the new app is at fever pitch as the world waits for the unveiling. However, secret government agencies are worried. Fearing what the effects of this app will do, they plan to stop the app from ever getting out before the world has a chance to enter the category of hero, even the category labelled Subhero. The race is on for the world's chance at change, where the new cool is being average and doing random accidents of kindness. Suddenly, the world can become a Subhero overnight and there's no stopping what Nelson has started!",2017,4.35,225,2437
No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert (Translator), Lionel Abel (Translator)","['Plays', 'Philosophy', 'Drama', 'Fiction', 'Classics', 'France', 'Theatre', 'Literature', 'French Literature', 'School']","In these four plays, Jean-Paul Sartre, the great existentialist novelist and philosopher, displays his mastery of drama. NO EXIT is an unforgettable portrayal of hell. THE FLIES is a modern reworking of the Electra-Orestes story. DIRTY HANDS is about a young intellectual torn between theory and praxis. THE RESPECTFUL PROSTITUTE is an attack on American racism.",1989,4.1,275,26112
The Pickwick Papers,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Humor', 'British Literature', 'Victorian', 'Historical Fiction', 'Novels', 'Classic Literature']","Few first novels have created as much popular excitement as The Pickwick Papers–-a comic masterpiece that catapulted its 24-year-old author to immediate fame. Readers were captivated by the adventures of the poet Snodgrass, the lover Tupman, the sportsman Winkle &, above all, by that quintessentially English Quixote, Mr Pickwick, & his cockney Sancho Panza, Sam Weller. From the hallowed turf of Dingley Dell Cricket Club to the unholy fracas of the Eatanswill election, via the Fleet debtor’s prison, characters & incidents sprang to life from Dickens’s pen, to form an enduringly popular work of ebullient humour & literary invention.",2000,3.83,801,24478
Gaudy Night,Dorothy L. Sayers,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Romance', 'Mystery Thriller', 'British Literature', 'Detective', 'Historical Fiction', '20th Century']","The great Dorothy L. Sayers is considered by many to be the premier detective novelist of the Golden Age, and her dashing sleuth, Lord Peter Wimsey, one of mystery fiction’s most enduring and endearing protagonists. Acclaimed author Ruth Rendell has expressed her admiration for Sayers’s work, praising her “great fertility of invention, ingenuity, and wonderful eye for detail.” The third Dorothy L. Sayers classic to feature mystery writer Harriet Vane, Gaudy Night is now back in print with an introduction by Elizabeth George, herself a crime fiction master. Gaudy Night takes Harriet and her paramour, Lord Peter, to Oxford University, Harriet’s alma mater, for a reunion, only to find themselves the targets of a nightmare of harassment and mysterious, murderous threats.",1995,4.23,501,23369
Take My Heart,J.J. Sorel (Goodreads Author),"['Book Club', 'Contemporary', 'Novels', 'Fiction', 'Drama', 'Erotica']","After being arrested for a crime he didn’t commit, Bronson, a dark, stormy figure, is driven to take revenge on the person responsible. Apart from clearing his name, his other mission is also to find his real parents. Ava is not only dating the guy responsible for Bronson’s incarceration but is also employed by a wealthy loner, who has a heart trapped in secrets, some of which relate back to Bronson. Driven by revenge, Bronson seduces Ava, who, captivated by his considerable masculinity and brooding aura, finds herself unable to resist his charms. And while he attempts to quash desire, Bronson soon finds himself falling hard for the sassy-spirited Ava, which only complicates things considering that was never his intention. Adopted at the age of five, Bronson unravels hidden secrets about his beginnings stored away in a penthouse on Fifth Avenue guarded by Ava’s eccentric employer.Conflict soon sets in, and a mystery starts to take shape, for it seems as though history’s repeating itself.Is Ava and Bronson’s connection a setup? The answer to this turns out to be far more complicated than either of them could have imagined. Just as Bronson surrenders to his heart’s desire, he stumbles upon a gruesome clue to his birth hidden in a closet, which opens up all kinds of questions. Mainly… was his meeting Ava a coincidence, or a plot to lure him there in the first place? In this intense and gripping romantic suspense, the reader is swept into a whirlpool of adventure as the pair battle with trust issues and suspended disbeliefs, while their chemistry proves so off the charts, they can’t take their hands off each other. Since at the core of this story is love, of the eternal nature.",2019,4.34,289,308
Seduced in the Dark,C.J. Roberts (Goodreads Author),"['Dark', 'Romance', 'BDSM', 'Erotica', 'Adult', 'Abuse', 'Contemporary', 'Contemporary Romance', 'Erotic Romance', 'New Adult']","BOOK TWO OF THE DARK DUETThe exciting, titillating, and action-filled conclusion to Captive in the Dark.What is the price of redemption?Rescued from sexual slavery by a mysterious Pakistani officer, Caleb carries the weight of a debt that must be paid in blood.The road has been long and fraught with uncertainty, but for Caleb and Livvie, it’s all coming to an end.Can he surrender the woman he loves for the sake of vengeance? Or will he make the ultimate sacrifice?Quote: It seemed to Caleb, the nature of human beings revolved around one empirical truth: we want what we cannot have. For Eve, it was the fruit of the forbidden tree. For Caleb, it was Livvie.",2012,4.29,505,53382
Sunshine,Robin McKinley,"['Vampires', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Fiction', 'Horror', 'Young Adult', 'Romance', 'Supernatural', 'Adult']","There are places in the world where darkness rules, where it's unwise to walk. But there hadn't been any trouble out at the lake for years, and Sunshine just needed a spot where she could be alone with her thoughts. Vampires never entered her mind.

Until they found her...",2004,3.85,405,37449
A Gentleman in Moscow,Amor Towles (Goodreads Author),"['Historical Fiction', 'Fiction', 'Russia', 'Historical', 'Audiobook', 'Book Club', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult']","From the New York Times bestselling author of Rules of Civility—a transporting novel about a man who is ordered to spend the rest of his life inside a luxury hotelWith his breakout debut novel, Rules of Civility, Amor Towles established himself as a master of absorbing, sophisticated fiction, bringing late 1930s Manhattan to life with splendid atmosphere and a flawless command of style. Readers and critics were enchanted; as NPR commented, “Towles writes with grace and verve about the mores and manners of a society on the cusp of radical change.”A Gentleman in Moscow immerses us in another elegantly drawn era with the story of Count Alexander Rostov. When, in 1922, he is deemed an unrepentant aristocrat by a Bolshevik tribunal, the count is sentenced to house arrest in the Metropol, a grand hotel across the street from the Kremlin. Rostov, an indomitable man of erudition and wit, has never worked a day in his life, and must now live in an attic room while some of the most tumultuous decades in Russian history are unfolding outside the hotel’s doors. Unexpectedly, his reduced circumstances provide him a doorway into a much larger world of emotional discovery.Brimming with humour, a glittering cast of characters, and one beautifully rendered scene after another, this singular novel casts a spell as it relates the count’s endeavour to gain a deeper understanding of what it means to be a man of purpose.",2019,4.34,462,293330
